Date,Day,Open,High,Low,Close,Volume,Close_Next
2015-01-02,1,120.06999969482422,120.55999755859375,117.88999938964844,118.93000030517578,46133100.0,117.33999633789062
2015-01-05,2,118.2300033569336,118.70999908447266,116.79000091552734,117.33999633789062,51141900.0,115.30999755859375
2015-01-06,3,117.62000274658203,117.7699966430664,114.36000061035156,115.30999755859375,67446000.0,116.7300033569336
2015-01-07,4,116.05999755859375,116.76000213623047,115.4800033569336,116.7300033569336,32252100.0,118.70999908447266
2015-01-08,5,117.66000366210938,118.8499984741211,117.44999694824219,118.70999908447266,28361700.0,117.56999969482422
2015-01-09,6,118.80999755859375,118.83999633789062,117.30999755859375,117.56999969482422,26975200.0,117.18000030517578
2015-01-12,7,117.69999694824219,118.01000213623047,116.2300033569336,117.18000030517578,27316800.0,117.2699966430664
2015-01-13,8,118.08999633789062,119.38999938964844,115.81999969482422,117.2699966430664,49991400.0,116.80000305175781
2015-01-14,9,115.9800033569336,117.0999984741211,115.55000305175781,116.80000305175781,34224200.0,114.83000183105469
2015-01-15,10,117.2300033569336,117.37999725341797,114.4800033569336,114.83000183105469,46199400.0,116.69999694824219
2015-01-16,11,114.41000366210938,116.94000244140625,114.19999694824219,116.69999694824219,41895700.0,116.20999908447266
2015-01-20,12,116.8499984741211,117.08000183105469,115.16000366210938,116.20999908447266,36444400.0,115.83999633789062
2015-01-21,13,115.80000305175781,116.81999969482422,115.29000091552734,115.83999633789062,27333500.0,118.19999694824219
2015-01-22,14,116.55999755859375,118.23999786376953,115.0999984741211,118.19999694824219,37877000.0,118.12000274658203
2015-01-23,15,118.23999786376953,118.7699966430664,117.55000305175781,118.12000274658203,28173400.0,119.26000213623047
2015-01-26,16,117.87999725341797,119.2699966430664,117.06999969482422,119.26000213623047,23006800.0,118.69000244140625
2015-01-27,17,117.86000061035156,119.25,117.62000274658203,118.69000244140625,26919100.0,116.69000244140625
2015-01-28,18,119.18000030517578,119.44999694824219,116.31999969482422,116.69000244140625,38086100.0,118.30000305175781
2015-01-29,19,117.0199966430664,118.31999969482422,116.08999633789062,118.30000305175781,39299900.0,115.69999694824219
2015-01-30,20,117.4800033569336,117.95999908447266,115.5999984741211,115.69999694824219,49739800.0,116.76000213623047
2015-02-02,21,116.12000274658203,116.83999633789062,114.37999725341797,116.76000213623047,44819100.0,118.8499984741211
2015-02-03,22,117.33000183105469,119.0,117.2699966430664,118.8499984741211,43920000.0,118.41000366210938
2015-02-04,23,118.41999816894531,119.23999786376953,118.0999984741211,118.41000366210938,28597100.0,119.94000244140625
2015-02-05,24,118.7699966430664,120.25,118.5999984741211,119.94000244140625,32337100.0,119.80999755859375
2015-02-06,25,120.0999984741211,120.81999969482422,119.3499984741211,119.80999755859375,31694900.0,118.86000061035156
2015-02-09,26,119.4000015258789,120.22000122070312,118.72000122070312,118.86000061035156,32367900.0,119.62000274658203
2015-02-10,27,119.52999877929688,119.83999633789062,118.0999984741211,119.62000274658203,28960800.0,119.44999694824219
2015-02-11,28,119.37000274658203,119.81999969482422,118.62000274658203,119.44999694824219,23794200.0,120.80999755859375
2015-02-12,29,120.16000366210938,120.91999816894531,119.83999633789062,120.80999755859375,27854600.0,121.52999877929688
2015-02-13,30,120.91000366210938,121.69000244140625,120.6500015258789,121.52999877929688,20446900.0,121.91000366210938
2015-02-17,31,121.66000366210938,122.05999755859375,121.26000213623047,121.91000366210938,16868500.0,122.04000091552734
2015-02-18,32,121.55999755859375,122.05000305175781,121.12999725341797,122.04000091552734,20450200.0,122.05000305175781
2015-02-19,33,121.76000213623047,122.37999725341797,121.54000091552734,122.05000305175781,16620500.0,122.37999725341797
2015-02-20,34,121.8499984741211,122.54000091552734,120.9000015258789,122.37999725341797,30331600.0,122.5
2015-02-23,35,122.0999984741211,122.52999877929688,121.2699966430664,122.5,25778200.0,122.66000366210938
2015-02-24,36,122.47000122070312,123.05000305175781,122.19000244140625,122.66000366210938,20023600.0,122.80000305175781
2015-02-25,37,122.56999969482422,123.04000091552734,122.2300033569336,122.80000305175781,17059600.0,123.25
2015-02-26,38,122.69000244140625,123.30000305175781,122.33000183105469,123.25,24379000.0,122.58000183105469
2015-02-27,39,123.02999877929688,123.36000061035156,122.55000305175781,122.58000183105469,23821700.0,123.47000122070312
2015-03-02,40,122.55000305175781,123.77999877929688,122.52999877929688,123.47000122070312,29683500.0,122.73999786376953
2015-03-03,41,123.19000244140625,123.19000244140625,122.26000213623047,122.73999786376953,23068400.0,122.36000061035156
2015-03-04,42,122.20999908447266,122.61000061035156,121.61000061035156,122.36000061035156,22822500.0,122.72000122070312
2015-03-05,43,122.52999877929688,122.91999816894531,121.91000366210938,122.72000122070312,19725600.0,121.16999816894531
2015-03-06,44,121.9800033569336,122.69000244140625,120.87999725341797,121.16999816894531,37319900.0,121.69999694824219
2015-03-09,45,121.37000274658203,121.91999816894531,121.12000274658203,121.69999694824219,17556300.0,120.30000305175781
2015-03-10,46,120.61000061035156,120.69999694824219,119.83000183105469,120.30000305175781,32440300.0,121.04000091552734
2015-03-11,47,120.47000122070312,121.13999938964844,119.87999725341797,121.04000091552734,20914500.0,123.05000305175781
2015-03-12,48,121.81999969482422,123.1500015258789,121.73999786376953,123.05000305175781,41063300.0,122.61000061035156
2015-03-13,49,122.94000244140625,123.19000244140625,121.20999908447266,122.61000061035156,26371000.0,123.33000183105469
2015-03-16,50,123.11000061035156,123.58000183105469,122.87999725341797,123.33000183105469,19906300.0,123.66000366210938
2015-03-17,51,122.97000122070312,123.77999877929688,122.7699966430664,123.66000366210938,23142600.0,124.6500015258789
2015-03-18,52,123.4000015258789,125.12000274658203,122.8499984741211,124.6500015258789,40292600.0,124.88999938964844
2015-03-19,53,124.36000061035156,124.95999908447266,124.30999755859375,124.88999938964844,34008200.0,125.98999786376953
2015-03-20,54,125.36000061035156,126.16000366210938,125.30999755859375,125.98999786376953,34165600.0,125.87999725341797
2015-03-23,55,125.94999694824219,126.31999969482422,125.79000091552734,125.87999725341797,17132400.0,125.8499984741211
2015-03-24,56,125.7699966430664,126.30999755859375,125.66000366210938,125.8499984741211,30115600.0,122.47000122070312
2015-03-25,57,125.52999877929688,125.5999984741211,122.37999725341797,122.47000122070312,42514000.0,122.31999969482422
2015-03-26,58,122.08999633789062,122.91000366210938,121.54000091552734,122.31999969482422,26899200.0,123.0999984741211
2015-03-27,59,122.37999725341797,123.2300033569336,121.86000061035156,123.0999984741211,23066800.0,124.7699966430664
2015-03-30,60,123.72000122070312,124.98999786376953,123.69999694824219,124.7699966430664,20487000.0,124.37000274658203
2015-03-31,61,124.27999877929688,124.70999908447266,123.9000015258789,124.37000274658203,24507800.0,124.41999816894531
2015-04-01,62,124.2300033569336,124.41999816894531,122.9000015258789,124.41999816894531,31955200.0,124.6500015258789
2015-04-02,63,124.36000061035156,125.26000213623047,124.29000091552734,124.6500015258789,23586400.0,125.19999694824219
2015-04-06,64,123.91000366210938,125.4800033569336,123.87999725341797,125.19999694824219,22045600.0,124.4000015258789
2015-04-07,65,124.97000122070312,125.5,124.37000274658203,124.4000015258789,20214700.0,125.47000122070312
2015-04-08,66,124.37999725341797,125.66000366210938,124.37999725341797,125.47000122070312,19314400.0,125.0199966430664
2015-04-09,67,125.36000061035156,125.7300033569336,123.7699966430664,125.0199966430664,22325300.0,125.62000274658203
2015-04-10,68,125.44000244140625,125.79000091552734,125.22000122070312,125.62000274658203,14966300.0,125.69999694824219
2015-04-13,69,125.69000244140625,126.38999938964844,125.58000183105469,125.69999694824219,22819200.0,125.66999816894531
2015-04-14,70,125.73999786376953,126.08000183105469,124.77999877929688,125.66999816894531,22600800.0,126.55000305175781
2015-04-15,71,126.16000366210938,127.12999725341797,125.91999816894531,126.55000305175781,37282300.0,126.4800033569336
2015-04-16,72,126.47000122070312,126.75,126.16000366210938,126.4800033569336,24439900.0,124.43000030517578
2015-04-17,73,125.12000274658203,125.55000305175781,123.81999969482422,124.43000030517578,48283500.0,125.6500015258789
2015-04-20,74,125.05000305175781,125.94999694824219,124.83000183105469,125.6500015258789,24602300.0,125.5199966430664
2015-04-21,75,126.05000305175781,126.25,125.41999816894531,125.5199966430664,13844600.0,125.70999908447266
2015-04-22,76,125.5199966430664,125.87999725341797,124.47000122070312,125.70999908447266,21991300.0,126.27999877929688
2015-04-23,77,125.4800033569336,126.54000091552734,125.26000213623047,126.27999877929688,18025800.0,125.86000061035156
2015-04-24,78,126.33000183105469,126.45999908447266,125.69000244140625,125.86000061035156,14992500.0,124.47000122070312
2015-04-27,79,126.20999908447266,126.91000366210938,124.04000091552734,124.47000122070312,32924600.0,125.16000366210938
2015-04-28,80,124.54000091552734,125.37000274658203,123.25,125.16000366210938,35654900.0,123.80000305175781
2015-04-29,81,124.47000122070312,124.9000015258789,123.62999725341797,123.80000305175781,26437900.0,121.18000030517578
2015-04-30,82,123.05999755859375,123.44000244140625,120.66000366210938,121.18000030517578,72393800.0,121.97000122070312
2015-05-01,83,121.5199966430664,122.16000366210938,120.91000366210938,121.97000122070312,47996200.0,122.41000366210938
2015-05-04,84,122.12999725341797,123.3499984741211,121.80000305175781,122.41000366210938,37675100.0,120.8499984741211
2015-05-05,85,122.3499984741211,122.62000274658203,120.27999877929688,120.8499984741211,56891600.0,121.2699966430664
2015-05-06,86,121.11000061035156,121.48999786376953,120.23999786376953,121.2699966430664,34348300.0,121.7300033569336
2015-05-07,87,121.13999938964844,122.2300033569336,120.56999969482422,121.7300033569336,29826100.0,122.63999938964844
2015-05-08,88,122.93000030517578,123.25,122.4000015258789,122.63999938964844,26357100.0,122.70999908447266
2015-05-11,89,122.5999984741211,123.66000366210938,122.44000244140625,122.70999908447266,28406700.0,122.48999786376953
2015-05-12,90,122.3499984741211,122.91999816894531,120.87000274658203,122.48999786376953,34961600.0,122.48999786376953
2015-05-13,91,122.76000213623047,123.20999908447266,122.0,122.48999786376953,27214700.0,123.79000091552734
2015-05-14,92,123.08000183105469,123.86000061035156,122.44999694824219,123.79000091552734,23293200.0,123.6500015258789
2015-05-15,93,123.55999755859375,123.72000122070312,122.94000244140625,123.6500015258789,22055600.0,125.05000305175781
2015-05-18,94,123.4000015258789,125.16000366210938,123.16999816894531,125.05000305175781,30846000.0,124.87999725341797
2015-05-19,95,124.80000305175781,125.05000305175781,124.30999755859375,124.87999725341797,23256800.0,125.11000061035156
2015-05-20,96,125.16999816894531,125.45999908447266,124.33999633789062,125.11000061035156,20838500.0,124.97000122070312
2015-05-21,97,124.9800033569336,125.47000122070312,124.4800033569336,124.97000122070312,16229300.0,124.43000030517578
2015-05-22,98,124.76000213623047,125.23999786376953,124.0,124.43000030517578,22601400.0,123.23999786376953
2015-05-26,99,123.94000244140625,124.04000091552734,122.5199966430664,123.23999786376953,44037800.0,124.75
2015-05-27,100,123.36000061035156,124.87000274658203,122.79000091552734,124.75,32086300.0,124.63999938964844
2015-05-28,101,124.44999694824219,124.70999908447266,123.7699966430664,124.63999938964844,18631900.0,123.88999938964844
2015-05-29,102,124.61000061035156,124.7300033569336,123.31999969482422,123.88999938964844,33468900.0,124.27999877929688
2015-06-01,103,124.69000244140625,124.9000015258789,123.02999877929688,124.27999877929688,35649400.0,124.5199966430664
2015-06-02,104,123.80000305175781,125.30999755859375,123.4800033569336,124.5199966430664,29477600.0,125.76000213623047
2015-06-03,105,124.76000213623047,125.93000030517578,124.41999816894531,125.76000213623047,30774800.0,124.5
2015-06-04,106,125.08000183105469,125.62000274658203,124.08000183105469,124.5,25820600.0,125.4000015258789
2015-06-05,107,124.2300033569336,125.5199966430664,123.31999969482422,125.4000015258789,36626500.0,124.81999969482422
2015-06-08,108,125.27999877929688,125.62000274658203,124.56999969482422,124.81999969482422,18798700.0,124.44000244140625
2015-06-09,109,124.70999908447266,124.86000061035156,123.5,124.44000244140625,23928300.0,125.98999786376953
2015-06-10,110,124.93000030517578,126.4800033569336,124.8499984741211,125.98999786376953,42563500.0,126.30999755859375
2015-06-11,111,126.16999816894531,126.54000091552734,125.91000366210938,126.30999755859375,17489400.0,125.93000030517578
2015-06-12,112,125.91999816894531,126.1500015258789,125.43000030517578,125.93000030517578,23578600.0,125.52999877929688
2015-06-15,113,125.11000061035156,125.80000305175781,123.94000244140625,125.52999877929688,30618300.0,126.41999816894531
2015-06-16,114,125.37999725341797,126.6500015258789,125.31999969482422,126.41999816894531,32800900.0,126.2300033569336
2015-06-17,115,126.73999786376953,126.95999908447266,125.97000122070312,126.2300033569336,32467000.0,127.91999816894531
2015-06-18,116,126.81999969482422,128.24000549316406,126.73999786376953,127.91999816894531,39642100.0,127.86000061035156
2015-06-19,117,127.81999969482422,128.16000366210938,127.5999984741211,127.86000061035156,23310900.0,128.74000549316406
2015-06-22,118,128.4199981689453,128.83999633789062,128.14999389648438,128.74000549316406,25230000.0,129.00999450683594
2015-06-23,119,128.67999267578125,129.08999633789062,128.39999389648438,129.00999450683594,23378500.0,127.91999816894531
2015-06-24,120,128.75999450683594,129.10000610351562,127.7300033569336,127.91999816894531,26436800.0,127.8499984741211
2015-06-25,121,128.35000610351562,128.4199981689453,127.25,127.8499984741211,24100900.0,127.5
2015-06-26,122,128.10000610351562,128.33999633789062,126.81999969482422,127.5,38219900.0,124.27999877929688
2015-06-29,123,126.62999725341797,127.06999969482422,124.11000061035156,124.27999877929688,49224900.0,124.86000061035156
2015-06-30,124,125.18000030517578,125.31999969482422,124.29000091552734,124.86000061035156,39631300.0,125.2300033569336
2015-07-01,125,125.7699966430664,126.16000366210938,124.05999755859375,125.2300033569336,28627700.0,123.77999877929688
2015-07-02,126,124.80999755859375,124.95999908447266,123.37000274658203,123.77999877929688,31486400.0,123.73999786376953
2015-07-06,127,122.94000244140625,124.51000213623047,122.81999969482422,123.73999786376953,27852200.0,123.87999725341797
2015-07-07,128,123.87999725341797,123.98999786376953,121.52999877929688,123.87999725341797,39347100.0,121.98999786376953
2015-07-08,129,122.80000305175781,123.3499984741211,121.27999877929688,121.98999786376953,40724500.0,122.43000030517578
2015-07-09,130,123.3499984741211,123.52999877929688,122.2699966430664,122.43000030517578,29770400.0,124.12999725341797
2015-07-10,131,123.83999633789062,124.33999633789062,123.36000061035156,124.12999725341797,28735800.0,125.52999877929688
2015-07-13,132,124.7699966430664,125.63999938964844,124.75,125.52999877929688,21349900.0,126.2300033569336
2015-07-14,133,125.45999908447266,126.5,125.4000015258789,126.2300033569336,21009500.0,125.55999755859375
2015-07-15,134,126.30999755859375,126.4800033569336,125.2699966430664,125.55999755859375,22238300.0,126.30999755859375
2015-07-16,135,126.11000061035156,126.73999786376953,125.97000122070312,126.30999755859375,33568400.0,125.76000213623047
2015-07-17,136,126.30999755859375,126.37999725341797,125.36000061035156,125.76000213623047,24739900.0,125.08000183105469
2015-07-20,137,125.77999877929688,125.86000061035156,124.76000213623047,125.08000183105469,23271100.0,124.48999786376953
2015-07-21,138,125.06999969482422,125.80000305175781,124.11000061035156,124.48999786376953,28118700.0,124.94999694824219
2015-07-22,139,124.08000183105469,125.08999633789062,123.87999725341797,124.94999694824219,20654200.0,123.56999969482422
2015-07-23,140,124.98999786376953,125.38999938964844,123.30000305175781,123.56999969482422,39712100.0,121.58000183105469
2015-07-24,141,123.4800033569336,123.70999908447266,121.48999786376953,121.58000183105469,39533000.0,120.56999969482422
2015-07-27,142,121.12999725341797,121.31999969482422,120.2699966430664,120.56999969482422,35627200.0,121.5999984741211
2015-07-28,143,120.91999816894531,121.80999755859375,119.33999633789062,121.5999984741211,53474800.0,121.94000244140625
2015-07-29,144,121.36000061035156,122.33000183105469,120.97000122070312,121.94000244140625,32411300.0,122.29000091552734
2015-07-30,145,121.62999725341797,122.44000244140625,121.01000213623047,122.29000091552734,29383900.0,122.95999908447266
2015-07-31,146,122.44999694824219,123.66999816894531,122.22000122070312,122.95999908447266,31812700.0,122.3499984741211
2015-08-03,147,123.02999877929688,123.16000366210938,121.45999908447266,122.3499984741211,34033200.0,122.05999755859375
2015-08-04,148,122.38999938964844,122.95999908447266,121.61000061035156,122.05999755859375,21728900.0,122.33999633789062
2015-08-05,149,122.58999633789062,123.52999877929688,121.91000366210938,122.33999633789062,25673500.0,120.69000244140625
2015-08-06,150,122.47000122070312,122.66000366210938,119.77999877929688,120.69000244140625,42225300.0,119.87999725341797
2015-08-07,151,120.13999938964844,120.44000244140625,119.06999969482422,119.87999725341797,42261400.0,121.26000213623047
2015-08-10,152,120.33000183105469,121.5199966430664,120.30999755859375,121.26000213623047,28798900.0,120.22000122070312
2015-08-11,153,120.4800033569336,121.08999633789062,119.6500015258789,120.22000122070312,33383800.0,119.98999786376953
2015-08-12,154,119.56999969482422,120.33999633789062,117.97000122070312,119.98999786376953,46500100.0,119.58999633789062
2015-08-13,155,120.0999984741211,120.58999633789062,119.38999938964844,119.58999633789062,35698300.0,120.36000061035156
2015-08-14,156,119.48999786376953,120.48999786376953,119.0199966430664,120.36000061035156,21091500.0,121.62999725341797
2015-08-17,157,120.02999877929688,121.68000030517578,119.5999984741211,121.62999725341797,22328200.0,120.66000366210938
2015-08-18,158,121.45999908447266,121.45999908447266,120.5199966430664,120.66000366210938,26360400.0,119.41000366210938
2015-08-19,159,119.9000015258789,120.5,118.73999786376953,119.41000366210938,45178900.0,116.38999938964844
2015-08-20,160,118.33999633789062,118.61000061035156,116.38999938964844,116.38999938964844,51879800.0,115.02999877929688
2015-08-21,161,115.12999725341797,116.66000366210938,114.37000274658203,115.02999877929688,79168300.0,110.54000091552734
2015-08-24,162,109.51000213623047,114.91999816894531,108.26000213623047,110.54000091552734,83809200.0,109.69000244140625
2015-08-25,163,114.05000305175781,114.0999984741211,109.55999755859375,109.69000244140625,59240200.0,112.4800033569336
2015-08-26,164,111.83000183105469,112.69000244140625,109.41999816894531,112.4800033569336,51605300.0,114.48999786376953
