Date,Day,Close,Close_Next
2015-01-02,1,118.93000030517578,117.33999633789062
2015-01-05,2,117.33999633789062,115.30999755859375
2015-01-06,3,115.30999755859375,116.7300033569336
2015-01-07,4,116.7300033569336,118.70999908447266
2015-01-08,5,118.70999908447266,117.56999969482422
2015-01-09,6,117.56999969482422,117.18000030517578
2015-01-12,7,117.18000030517578,117.2699966430664
2015-01-13,8,117.2699966430664,116.80000305175781
2015-01-14,9,116.80000305175781,114.83000183105469
2015-01-15,10,114.83000183105469,116.69999694824219
2015-01-16,11,116.69999694824219,116.20999908447266
2015-01-20,12,116.20999908447266,115.83999633789062
2015-01-21,13,115.83999633789062,118.19999694824219
2015-01-22,14,118.19999694824219,118.12000274658203
2015-01-23,15,118.12000274658203,119.26000213623047
2015-01-26,16,119.26000213623047,118.69000244140625
2015-01-27,17,118.69000244140625,116.69000244140625
2015-01-28,18,116.69000244140625,118.30000305175781
2015-01-29,19,118.30000305175781,115.69999694824219
2015-01-30,20,115.69999694824219,116.76000213623047
2015-02-02,21,116.76000213623047,118.8499984741211
2015-02-03,22,118.8499984741211,118.41000366210938
2015-02-04,23,118.41000366210938,119.94000244140625
2015-02-05,24,119.94000244140625,119.80999755859375
2015-02-06,25,119.80999755859375,118.86000061035156
2015-02-09,26,118.86000061035156,119.62000274658203
2015-02-10,27,119.62000274658203,119.44999694824219
2015-02-11,28,119.44999694824219,120.80999755859375
2015-02-12,29,120.80999755859375,121.52999877929688
2015-02-13,30,121.52999877929688,121.91000366210938
2015-02-17,31,121.91000366210938,122.04000091552734
2015-02-18,32,122.04000091552734,122.05000305175781
2015-02-19,33,122.05000305175781,122.37999725341797
2015-02-20,34,122.37999725341797,122.5
2015-02-23,35,122.5,122.66000366210938
2015-02-24,36,122.66000366210938,122.80000305175781
2015-02-25,37,122.80000305175781,123.25
2015-02-26,38,123.25,122.58000183105469
2015-02-27,39,122.58000183105469,123.47000122070312
2015-03-02,40,123.47000122070312,122.73999786376953
2015-03-03,41,122.73999786376953,122.36000061035156
2015-03-04,42,122.36000061035156,122.72000122070312
2015-03-05,43,122.72000122070312,121.16999816894531
2015-03-06,44,121.16999816894531,121.69999694824219
2015-03-09,45,121.69999694824219,120.30000305175781
2015-03-10,46,120.30000305175781,121.04000091552734
2015-03-11,47,121.04000091552734,123.05000305175781
2015-03-12,48,123.05000305175781,122.61000061035156
2015-03-13,49,122.61000061035156,123.33000183105469
2015-03-16,50,123.33000183105469,123.66000366210938
2015-03-17,51,123.66000366210938,124.6500015258789
2015-03-18,52,124.6500015258789,124.88999938964844
2015-03-19,53,124.88999938964844,125.98999786376953
2015-03-20,54,125.98999786376953,125.87999725341797
2015-03-23,55,125.87999725341797,125.8499984741211
2015-03-24,56,125.8499984741211,122.47000122070312
2015-03-25,57,122.47000122070312,122.31999969482422
2015-03-26,58,122.31999969482422,123.0999984741211
2015-03-27,59,123.0999984741211,124.7699966430664
2015-03-30,60,124.7699966430664,124.37000274658203
2015-03-31,61,124.37000274658203,124.41999816894531
2015-04-01,62,124.41999816894531,124.6500015258789
2015-04-02,63,124.6500015258789,125.19999694824219
2015-04-06,64,125.19999694824219,124.4000015258789
2015-04-07,65,124.4000015258789,125.47000122070312
2015-04-08,66,125.47000122070312,125.0199966430664
2015-04-09,67,125.0199966430664,125.62000274658203
2015-04-10,68,125.62000274658203,125.69999694824219
2015-04-13,69,125.69999694824219,125.66999816894531
2015-04-14,70,125.66999816894531,126.55000305175781
2015-04-15,71,126.55000305175781,126.4800033569336
2015-04-16,72,126.4800033569336,124.43000030517578
2015-04-17,73,124.43000030517578,125.6500015258789
2015-04-20,74,125.6500015258789,125.5199966430664
2015-04-21,75,125.5199966430664,125.70999908447266
2015-04-22,76,125.70999908447266,126.27999877929688
2015-04-23,77,126.27999877929688,125.86000061035156
2015-04-24,78,125.86000061035156,124.47000122070312
2015-04-27,79,124.47000122070312,125.16000366210938
2015-04-28,80,125.16000366210938,123.80000305175781
2015-04-29,81,123.80000305175781,121.18000030517578
2015-04-30,82,121.18000030517578,121.97000122070312
2015-05-01,83,121.97000122070312,122.41000366210938
2015-05-04,84,122.41000366210938,120.8499984741211
2015-05-05,85,120.8499984741211,121.2699966430664
2015-05-06,86,121.2699966430664,121.7300033569336
2015-05-07,87,121.7300033569336,122.63999938964844
2015-05-08,88,122.63999938964844,122.70999908447266
2015-05-11,89,122.70999908447266,122.48999786376953
2015-05-12,90,122.48999786376953,122.48999786376953
2015-05-13,91,122.48999786376953,123.79000091552734
2015-05-14,92,123.79000091552734,123.6500015258789
2015-05-15,93,123.6500015258789,125.05000305175781
2015-05-18,94,125.05000305175781,124.87999725341797
2015-05-19,95,124.87999725341797,125.11000061035156
2015-05-20,96,125.11000061035156,124.97000122070312
2015-05-21,97,124.97000122070312,124.43000030517578
2015-05-22,98,124.43000030517578,123.23999786376953
2015-05-26,99,123.23999786376953,124.75
2015-05-27,100,124.75,124.63999938964844
2015-05-28,101,124.63999938964844,123.88999938964844
2015-05-29,102,123.88999938964844,124.27999877929688
2015-06-01,103,124.27999877929688,124.5199966430664
2015-06-02,104,124.5199966430664,125.76000213623047
2015-06-03,105,125.76000213623047,124.5
2015-06-04,106,124.5,125.4000015258789
2015-06-05,107,125.4000015258789,124.81999969482422
2015-06-08,108,124.81999969482422,124.44000244140625
2015-06-09,109,124.44000244140625,125.98999786376953
2015-06-10,110,125.98999786376953,126.30999755859375
2015-06-11,111,126.30999755859375,125.93000030517578
2015-06-12,112,125.93000030517578,125.52999877929688
2015-06-15,113,125.52999877929688,126.41999816894531
2015-06-16,114,126.41999816894531,126.2300033569336
2015-06-17,115,126.2300033569336,127.91999816894531
2015-06-18,116,127.91999816894531,127.86000061035156
2015-06-19,117,127.86000061035156,128.74000549316406
2015-06-22,118,128.74000549316406,129.00999450683594
2015-06-23,119,129.00999450683594,127.91999816894531
2015-06-24,120,127.91999816894531,127.8499984741211
2015-06-25,121,127.8499984741211,127.5
2015-06-26,122,127.5,124.27999877929688
2015-06-29,123,124.27999877929688,124.86000061035156
2015-06-30,124,124.86000061035156,125.2300033569336
2015-07-01,125,125.2300033569336,123.77999877929688
2015-07-02,126,123.77999877929688,123.73999786376953
2015-07-06,127,123.73999786376953,123.87999725341797
2015-07-07,128,123.87999725341797,121.98999786376953
2015-07-08,129,121.98999786376953,122.43000030517578
2015-07-09,130,122.43000030517578,124.12999725341797
2015-07-10,131,124.12999725341797,125.52999877929688
2015-07-13,132,125.52999877929688,126.2300033569336
2015-07-14,133,126.2300033569336,125.55999755859375
2015-07-15,134,125.55999755859375,126.30999755859375
2015-07-16,135,126.30999755859375,125.76000213623047
2015-07-17,136,125.76000213623047,125.08000183105469
2015-07-20,137,125.08000183105469,124.48999786376953
2015-07-21,138,124.48999786376953,124.94999694824219
2015-07-22,139,124.94999694824219,123.56999969482422
2015-07-23,140,123.56999969482422,121.58000183105469
2015-07-24,141,121.58000183105469,120.56999969482422
2015-07-27,142,120.56999969482422,121.5999984741211
2015-07-28,143,121.5999984741211,121.94000244140625
2015-07-29,144,121.94000244140625,122.29000091552734
2015-07-30,145,122.29000091552734,122.95999908447266
2015-07-31,146,122.95999908447266,122.3499984741211
2015-08-03,147,122.3499984741211,122.05999755859375
2015-08-04,148,122.05999755859375,122.33999633789062
2015-08-05,149,122.33999633789062,120.69000244140625
2015-08-06,150,120.69000244140625,119.87999725341797
2015-08-07,151,119.87999725341797,121.26000213623047
2015-08-10,152,121.26000213623047,120.22000122070312
2015-08-11,153,120.22000122070312,119.98999786376953
2015-08-12,154,119.98999786376953,119.58999633789062
2015-08-13,155,119.58999633789062,120.36000061035156
2015-08-14,156,120.36000061035156,121.62999725341797
2015-08-17,157,121.62999725341797,120.66000366210938
2015-08-18,158,120.66000366210938,119.41000366210938
2015-08-19,159,119.41000366210938,116.38999938964844
2015-08-20,160,116.38999938964844,115.02999877929688
2015-08-21,161,115.02999877929688,110.54000091552734
2015-08-24,162,110.54000091552734,109.69000244140625
2015-08-25,163,109.69000244140625,112.4800033569336
2015-08-26,164,112.4800033569336,114.48999786376953
2015-08-27,165,114.48999786376953,115.62000274658203
2015-08-28,166,115.62000274658203,115.19999694824219
2015-08-31,167,115.19999694824219,111.9000015258789
2015-09-01,168,111.9000015258789,113.91000366210938
2015-09-02,169,113.91000366210938,113.7300033569336
2015-09-03,170,113.7300033569336,112.87000274658203
2015-09-04,171,112.87000274658203,115.44999694824219
2015-09-08,172,115.44999694824219,114.12000274658203
2015-09-09,173,114.12000274658203,114.63999938964844
2015-09-10,174,114.63999938964844,115.18000030517578
2015-09-11,175,115.18000030517578,114.6500015258789
2015-09-14,176,114.6500015258789,115.94000244140625
2015-09-15,177,115.94000244140625,116.94000244140625
2015-09-16,178,116.94000244140625,117.33999633789062
2015-09-17,179,117.33999633789062,115.72000122070312
2015-09-18,180,115.72000122070312,115.51000213623047
2015-09-21,181,115.51000213623047,113.76000213623047
2015-09-22,182,113.76000213623047,113.41999816894531
2015-09-23,183,113.41999816894531,113.2300033569336
2015-09-24,184,113.2300033569336,111.41999816894531
2015-09-25,185,111.41999816894531,108.30000305175781
2015-09-28,186,108.30000305175781,107.52999877929688
2015-09-29,187,107.52999877929688,109.19999694824219
2015-09-30,188,109.19999694824219,109.01000213623047
2015-10-01,189,109.01000213623047,110.62999725341797
2015-10-02,190,110.62999725341797,113.2699966430664
2015-10-05,191,113.2699966430664,112.48999786376953
2015-10-06,192,112.48999786376953,114.4800033569336
2015-10-07,193,114.4800033569336,115.51000213623047
2015-10-08,194,115.51000213623047,115.73999786376953
2015-10-09,195,115.73999786376953,115.56999969482422
2015-10-12,196,115.56999969482422,113.98999786376953
2015-10-13,197,113.98999786376953,112.87000274658203
2015-10-14,198,112.87000274658203,115.56999969482422
2015-10-15,199,115.56999969482422,115.41999816894531
2015-10-16,200,115.41999816894531,115.63999938964844
2015-10-19,201,115.63999938964844,115.4800033569336
2015-10-20,202,115.4800033569336,113.72000122070312
2015-10-21,203,113.72000122070312,114.72000122070312
2015-10-22,204,114.72000122070312,115.8499984741211
2015-10-23,205,115.8499984741211,115.05999755859375
2015-10-26,206,115.05999755859375,113.80000305175781
2015-10-27,207,113.80000305175781,117.12000274658203
2015-10-28,208,117.12000274658203,115.87000274658203
2015-10-29,209,115.87000274658203,115.33999633789062
2015-10-30,210,115.33999633789062,117.73999786376953
2015-11-02,211,117.73999786376953,118.3499984741211
2015-11-03,212,118.3499984741211,118.29000091552734
2015-11-04,213,118.29000091552734,118.37999725341797
2015-11-05,214,118.37999725341797,119.22000122070312
2015-11-06,215,119.22000122070312,117.81999969482422
2015-11-09,216,117.81999969482422,118.16999816894531
2015-11-10,217,118.16999816894531,117.13999938964844
2015-11-11,218,117.13999938964844,114.9000015258789
2015-11-12,219,114.9000015258789,114.06999969482422
2015-11-13,220,114.06999969482422,115.05000305175781
2015-11-16,221,115.05000305175781,114.61000061035156
2015-11-17,222,114.61000061035156,116.55000305175781
2015-11-18,223,116.55000305175781,116.05999755859375
2015-11-19,224,116.05999755859375,116.80999755859375
2015-11-20,225,116.80999755859375,117.38999938964844
2015-11-23,226,117.38999938964844,118.25
2015-11-24,227,118.25,119.16999816894531
2015-11-25,228,119.16999816894531,119.62000274658203
2015-11-27,229,119.62000274658203,119.0999984741211
2015-11-30,230,119.0999984741211,119.88999938964844
2015-12-01,231,119.88999938964844,118.5999984741211
2015-12-02,232,118.5999984741211,116.5999984741211
2015-12-03,233,116.5999984741211,117.77999877929688
2015-12-04,234,117.77999877929688,116.01000213623047
2015-12-07,235,116.01000213623047,115.37000274658203
2015-12-08,236,115.37000274658203,114.08000183105469
2015-12-09,237,114.08000183105469,114.45999908447266
2015-12-10,238,114.45999908447266,111.91000366210938
2015-12-11,239,111.91000366210938,111.11000061035156
2015-12-14,240,111.11000061035156,112.70999908447266
2015-12-15,241,112.70999908447266,114.43000030517578
2015-12-16,242,114.43000030517578,113.20999908447266
2015-12-17,243,113.20999908447266,111.4800033569336
2015-12-18,244,111.4800033569336,112.31999969482422
2015-12-21,245,112.31999969482422,113.3499984741211
2015-12-22,246,113.3499984741211,114.77999877929688
2015-12-23,247,114.77999877929688,114.5
2015-12-24,248,114.5,113.97000122070312
2015-12-28,249,113.97000122070312,115.19999694824219
2015-12-29,250,115.19999694824219,114.04000091552734
2015-12-30,251,114.04000091552734,112.62000274658203
2015-12-31,252,112.62000274658203,110.01000213623047
2016-01-04,253,110.01000213623047,110.25
2016-01-05,254,110.25,108.56999969482422
2016-01-06,255,108.56999969482422,105.66999816894531
2016-01-07,256,105.66999816894531,103.8499984741211
2016-01-08,257,103.8499984741211,103.4000015258789
2016-01-11,258,103.4000015258789,103.70999908447266
2016-01-12,259,103.70999908447266,100.37999725341797
2016-01-13,260,100.37999725341797,101.7699966430664
2016-01-14,261,101.7699966430664,100.12000274658203
2016-01-15,262,100.12000274658203,98.7699966430664
2016-01-19,263,98.7699966430664,99.18000030517578
2016-01-20,264,99.18000030517578,98.94999694824219
2016-01-21,265,98.94999694824219,101.37000274658203
2016-01-22,266,101.37000274658203,99.12000274658203
2016-01-25,267,99.12000274658203,101.0999984741211
2016-01-26,268,101.0999984741211,99.70999908447266
2016-01-27,269,99.70999908447266,99.69000244140625
2016-01-28,270,99.69000244140625,102.95999908447266
2016-01-29,271,102.95999908447266,102.48999786376953
2016-02-01,272,102.48999786376953,100.27999877929688
2016-02-02,273,100.27999877929688,100.41000366210938
2016-02-03,274,100.41000366210938,100.80000305175781
2016-02-04,275,100.80000305175781,98.04000091552734
2016-02-05,276,98.04000091552734,96.43000030517578
2016-02-08,277,96.43000030517578,95.77999877929688
2016-02-09,278,95.77999877929688,95.83000183105469
2016-02-10,279,95.83000183105469,94.79000091552734
2016-02-11,280,94.79000091552734,96.58999633789062
2016-02-12,281,96.58999633789062,98.87999725341797
2016-02-16,282,98.87999725341797,100.43000030517578
2016-02-17,283,100.43000030517578,99.94999694824219
2016-02-18,284,99.94999694824219,100.44999694824219
2016-02-19,285,100.44999694824219,101.56999969482422
2016-02-22,286,101.56999969482422,100.63999938964844
2016-02-23,287,100.63999938964844,101.61000061035156
2016-02-24,288,101.61000061035156,102.54000091552734
2016-02-25,289,102.54000091552734,103.19000244140625
2016-02-26,290,103.19000244140625,102.7300033569336
2016-02-29,291,102.7300033569336,104.94000244140625
2016-03-01,292,104.94000244140625,106.0199966430664
2016-03-02,293,106.0199966430664,107.12999725341797
2016-03-03,294,107.12999725341797,107.72000122070312
2016-03-04,295,107.72000122070312,108.88999938964844
2016-03-07,296,108.88999938964844,106.26000213623047
2016-03-08,297,106.26000213623047,106.80000305175781
2016-03-09,298,106.80000305175781,105.93000030517578
2016-03-10,299,105.93000030517578,108.19999694824219
2016-03-11,300,108.19999694824219,107.91999816894531
2016-03-14,301,107.91999816894531,106.23999786376953
2016-03-15,302,106.23999786376953,106.98999786376953
2016-03-16,303,106.98999786376953,108.62999725341797
2016-03-17,304,108.62999725341797,109.61000061035156
2016-03-18,305,109.61000061035156,109.3499984741211
2016-03-21,306,109.3499984741211,109.22000122070312
2016-03-22,307,109.22000122070312,106.87999725341797
2016-03-23,308,106.87999725341797,107.19999694824219
2016-03-24,309,107.19999694824219,107.33000183105469
2016-03-28,310,107.33000183105469,110.30999755859375
2016-03-29,311,110.30999755859375,110.31999969482422
2016-03-30,312,110.31999969482422,110.62999725341797
2016-03-31,313,110.62999725341797,111.12000274658203
2016-04-01,314,111.12000274658203,110.19000244140625
2016-04-04,315,110.19000244140625,108.94000244140625
2016-04-05,316,108.94000244140625,110.16999816894531
2016-04-06,317,110.16999816894531,108.68000030517578
2016-04-07,318,108.68000030517578,109.11000061035156
2016-04-08,319,109.11000061035156,108.7699966430664
2016-04-11,320,108.7699966430664,109.94000244140625
2016-04-12,321,109.94000244140625,112.30999755859375
