Date,Day,Close,Close_Next
2015-01-02,1,102.94000244140625,101.43000030517578
2015-01-05,2,101.43000030517578,100.06999969482422
2015-01-06,3,100.06999969482422,101.36000061035156
2015-01-07,4,101.36000061035156,103.30000305175781
2015-01-08,5,103.30000305175781,102.62000274658203
2015-01-09,6,102.62000274658203,101.55000305175781
2015-01-12,7,101.55000305175781,101.5199966430664
2015-01-13,8,101.5199966430664,100.95999908447266
2015-01-14,9,100.95999908447266,99.6500015258789
2015-01-15,10,99.6500015258789,100.81999969482422
2015-01-16,11,100.81999969482422,101.62000274658203
2015-01-20,12,101.62000274658203,102.13999938964844
2015-01-21,13,102.13999938964844,104.02999877929688
2015-01-22,14,104.02999877929688,104.26000213623047
2015-01-23,15,104.26000213623047,104.13999938964844
2015-01-26,16,104.13999938964844,101.44000244140625
2015-01-27,17,101.44000244140625,100.91999816894531
2015-01-28,18,100.91999816894531,101.88999938964844
2015-01-29,19,101.88999938964844,101.0999984741211
2015-01-30,20,101.0999984741211,101.9800033569336
2015-02-02,21,101.9800033569336,102.95999908447266
2015-02-03,22,102.95999908447266,102.87000274658203
2015-02-04,23,102.87000274658203,103.76000213623047
2015-02-05,24,103.76000213623047,103.12999725341797
2015-02-06,25,103.12999725341797,102.80000305175781
2015-02-09,26,102.80000305175781,104.4000015258789
2015-02-10,27,104.4000015258789,104.77999877929688
2015-02-11,28,104.77999877929688,106.0
2015-02-12,29,106.0,106.91000366210938
2015-02-13,30,106.91000366210938,107.01000213623047
2015-02-17,31,107.01000213623047,107.16000366210938
2015-02-18,32,107.16000366210938,107.69000244140625
2015-02-19,33,107.69000244140625,108.41000366210938
2015-02-20,34,108.41000366210938,108.5199966430664
2015-02-23,35,108.5199966430664,108.5999984741211
2015-02-24,36,108.5999984741211,108.33000183105469
2015-02-25,37,108.33000183105469,108.87999725341797
2015-02-26,38,108.87999725341797,108.4000015258789
2015-02-27,39,108.4000015258789,109.37999725341797
2015-03-02,40,109.37999725341797,108.87000274658203
2015-03-03,41,108.87000274658203,108.44999694824219
2015-03-04,42,108.44999694824219,108.63999938964844
2015-03-05,43,108.63999938964844,107.41000366210938
2015-03-06,44,107.41000366210938,107.72000122070312
2015-03-09,45,107.72000122070312,105.72000122070312
2015-03-10,46,105.72000122070312,105.11000061035156
2015-03-11,47,105.11000061035156,105.80000305175781
2015-03-12,48,105.80000305175781,105.33999633789062
2015-03-13,49,105.33999633789062,106.69999694824219
2015-03-16,50,106.69999694824219,106.87000274658203
2015-03-17,51,106.87000274658203,107.91999816894531
2015-03-18,52,107.91999816894531,108.08000183105469
2015-03-19,53,108.08000183105469,108.52999877929688
2015-03-20,54,108.52999877929688,108.31999969482422
2015-03-23,55,108.31999969482422,107.93000030517578
2015-03-24,56,107.93000030517578,105.45999908447266
2015-03-25,57,105.45999908447266,105.0999984741211
2015-03-26,58,105.0999984741211,105.5199966430664
2015-03-27,59,105.5199966430664,106.7300033569336
2015-03-30,60,106.7300033569336,105.5999984741211
2015-03-31,61,105.5999984741211,105.05000305175781
2015-04-01,62,105.05000305175781,105.12000274658203
2015-04-02,63,105.12000274658203,105.9800033569336
2015-04-06,64,105.9800033569336,105.80000305175781
2015-04-07,65,105.80000305175781,106.63999938964844
2015-04-08,66,106.63999938964844,107.30999755859375
2015-04-09,67,107.30999755859375,107.75
2015-04-10,68,107.75,107.4800033569336
