Date,Day,Close,Close_Next
2015-01-02,1,205.42999267578125,201.72000122070312
2015-01-05,2,201.72000122070312,199.82000732421875
2015-01-06,3,199.82000732421875,202.30999755859375
2015-01-07,4,202.30999755859375,205.89999389648438
2015-01-08,5,205.89999389648438,204.25
2015-01-09,6,204.25,202.64999389648438
2015-01-12,7,202.64999389648438,202.0800018310547
2015-01-13,8,202.0800018310547,200.86000061035156
2015-01-14,9,200.86000061035156,199.02000427246094
2015-01-15,10,199.02000427246094,201.6300048828125
2015-01-16,11,201.6300048828125,202.05999755859375
2015-01-20,12,202.05999755859375,203.0800018310547
2015-01-21,13,203.0800018310547,206.10000610351562
2015-01-22,14,206.10000610351562,204.97000122070312
2015-01-23,15,204.97000122070312,205.4499969482422
2015-01-26,16,205.4499969482422,202.74000549316406
2015-01-27,17,202.74000549316406,200.13999938964844
2015-01-28,18,200.13999938964844,201.99000549316406
2015-01-29,19,201.99000549316406,199.4499969482422
2015-01-30,20,199.4499969482422,201.9199981689453
2015-02-02,21,201.9199981689453,204.83999633789062
2015-02-03,22,204.83999633789062,204.05999755859375
2015-02-04,23,204.05999755859375,206.1199951171875
2015-02-05,24,206.1199951171875,205.5500030517578
2015-02-06,25,205.5500030517578,204.6300048828125
2015-02-09,26,204.6300048828125,206.80999755859375
2015-02-10,27,206.80999755859375,206.92999267578125
2015-02-11,28,206.92999267578125,208.9199981689453
2015-02-12,29,208.9199981689453,209.77999877929688
2015-02-13,30,209.77999877929688,210.11000061035156
2015-02-17,31,210.11000061035156,210.1300048828125
2015-02-18,32,210.1300048828125,209.97999572753906
2015-02-19,33,209.97999572753906,211.24000549316406
2015-02-20,34,211.24000549316406,211.2100067138672
2015-02-23,35,211.2100067138672,211.80999755859375
2015-02-24,36,211.80999755859375,211.6300048828125
2015-02-25,37,211.6300048828125,211.3800048828125
2015-02-26,38,211.3800048828125,210.66000366210938
2015-02-27,39,210.66000366210938,211.99000549316406
2015-03-02,40,211.99000549316406,211.1199951171875
2015-03-03,41,211.1199951171875,210.22999572753906
2015-03-04,42,210.22999572753906,210.4600067138672
2015-03-05,43,210.4600067138672,207.5
2015-03-06,44,207.5,208.36000061035156
2015-03-09,45,208.36000061035156,204.97999572753906
2015-03-10,46,204.97999572753906,204.5
2015-03-11,47,204.5,207.10000610351562
2015-03-12,48,207.10000610351562,205.8300018310547
2015-03-13,49,205.8300018310547,208.5800018310547
2015-03-16,50,208.5800018310547,207.9600067138672
2015-03-17,51,207.9600067138672,210.4600067138672
2015-03-18,52,210.4600067138672,209.5
2015-03-19,53,209.5,210.41000366210938
2015-03-20,54,210.41000366210938,210.0
2015-03-23,55,210.0,208.82000732421875
2015-03-24,56,208.82000732421875,205.75999450683594
2015-03-25,57,205.75999450683594,205.27000427246094
2015-03-26,58,205.27000427246094,205.74000549316406
2015-03-27,59,205.74000549316406,208.25
2015-03-30,60,208.25,206.42999267578125
2015-03-31,61,206.42999267578125,205.6999969482422
2015-04-01,62,205.6999969482422,206.44000244140625
2015-04-02,63,206.44000244140625,207.8300018310547
2015-04-06,64,207.8300018310547,207.27999877929688
2015-04-07,65,207.27999877929688,207.97999572753906
2015-04-08,66,207.97999572753906,208.89999389648438
2015-04-09,67,208.89999389648438,210.0399932861328
2015-04-10,68,210.0399932861328,209.08999633789062
2015-04-13,69,209.08999633789062,209.49000549316406
2015-04-14,70,209.49000549316406,210.42999267578125
2015-04-15,71,210.42999267578125,210.3699951171875
2015-04-16,72,210.3699951171875,207.9499969482422
2015-04-17,73,207.9499969482422,209.85000610351562
2015-04-20,74,209.85000610351562,209.60000610351562
2015-04-21,75,209.60000610351562,210.6300048828125
2015-04-22,76,210.6300048828125,211.16000366210938
2015-04-23,77,211.16000366210938,211.64999389648438
2015-04-24,78,211.64999389648438,210.77000427246094
2015-04-27,79,210.77000427246094,211.44000244140625
2015-04-28,80,211.44000244140625,210.57000732421875
2015-04-29,81,210.57000732421875,208.4600067138672
2015-04-30,82,208.4600067138672,210.72000122070312
2015-05-01,83,210.72000122070312,211.32000732421875
2015-05-04,84,211.32000732421875,208.89999389648438
2015-05-05,85,208.89999389648438,208.0399932861328
2015-05-06,86,208.0399932861328,208.8699951171875
2015-05-07,87,208.8699951171875,211.6199951171875
2015-05-08,88,211.6199951171875,210.61000061035156
2015-05-11,89,210.61000061035156,209.97999572753906
2015-05-12,90,209.97999572753906,210.02000427246094
2015-05-13,91,210.02000427246094,212.2100067138672
2015-05-14,92,212.2100067138672,212.44000244140625
2015-05-15,93,212.44000244140625,213.10000610351562
2015-05-18,94,213.10000610351562,213.02999877929688
2015-05-19,95,213.02999877929688,212.8800048828125
2015-05-20,96,212.8800048828125,213.5
2015-05-21,97,213.5,212.99000549316406
2015-05-22,98,212.99000549316406,210.6999969482422
2015-05-26,99,210.6999969482422,212.6999969482422
2015-05-27,100,212.6999969482422,212.4600067138672
2015-05-28,101,212.4600067138672,211.13999938964844
2015-05-29,102,211.13999938964844,211.57000732421875
2015-06-01,103,211.57000732421875,211.36000061035156
2015-06-02,104,211.36000061035156,211.9199981689453
2015-06-03,105,211.9199981689453,210.1300048828125
2015-06-04,106,210.1300048828125,209.77000427246094
2015-06-05,107,209.77000427246094,208.47999572753906
2015-06-08,108,208.47999572753906,208.4499969482422
2015-06-09,109,208.4499969482422,210.9499969482422
2015-06-10,110,210.9499969482422,211.6300048828125
2015-06-11,111,211.6300048828125,210.00999450683594
2015-06-12,112,210.00999450683594,209.11000061035156
2015-06-15,113,209.11000061035156,210.25
2015-06-16,114,210.25,210.58999633789062
2015-06-17,115,210.58999633789062,212.77999877929688
2015-06-18,116,212.77999877929688,210.80999755859375
2015-06-19,117,210.80999755859375,211.88999938964844
2015-06-22,118,211.88999938964844,212.0399932861328
2015-06-23,119,212.0399932861328,210.5
2015-06-24,120,210.5,209.86000061035156
2015-06-25,121,209.86000061035156,209.82000732421875
2015-06-26,122,209.82000732421875,205.4199981689453
2015-06-29,123,205.4199981689453,205.85000610351562
2015-06-30,124,205.85000610351562,207.5
2015-07-01,125,207.5,207.30999755859375
2015-07-02,126,207.30999755859375,206.72000122070312
2015-07-06,127,206.72000122070312,208.02000427246094
2015-07-07,128,208.02000427246094,204.52999877929688
2015-07-08,129,204.52999877929688,204.89999389648438
2015-07-09,130,204.89999389648438,207.47999572753906
2015-07-10,131,207.47999572753906,209.77000427246094
